id;variety;mode;format;type;category
icehk_s1b-025_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-026_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-026_2;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-027_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-028_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-028_2;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-029_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-029_2;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-030_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-031_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-032_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-033_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-034_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-035_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-036_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-037_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-038_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-039_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-040_1;icehk;spoken;dialogue;public;broadcast discussions
icehk_s1b-041_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-042_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-043_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-044_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-045_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-046_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-047_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-048_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-048_2;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-049_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-049_2;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-050_1;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-050_2;icehk;spoken;dialogue;public;broadcast interviews
icehk_s1b-051_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-052_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-053_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-054_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-055_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-056_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-057_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-058_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-059_1;icehk;spoken;dialogue;public;parliamentary debates
icehk_s1b-061_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-062_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-063_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-063_2;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-063_3;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-063_4;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-064_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-064_2;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-064_3;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-065_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-066_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-067_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-068_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-069_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-069_2;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-070_1;icehk;spoken;dialogue;public;legal cross-examinations
icehk_s1b-071_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-072_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-073_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-074_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-075_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-076_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-077_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-078_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-079_1;icehk;spoken;dialogue;public;business transactions
icehk_s1b-080_1;icehk;spoken;dialogue;public;business transactions
icehk_s2a-011_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-020_1;icehk;spoken;monologue;unscripted;spontaneous commentaries
icehk_s2a-021_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-021_2;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-021_3;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-021_4;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-021_5;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-021_6;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_2;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_3;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_4;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_5;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_6;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_7;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-023_8;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-026_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-026_2;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-026_3;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-026_4;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-027_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-027_2;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-027_3;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-027_4;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-028_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-031_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-032_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-032_2;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-032_3;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-033_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-034_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-034_2;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-034_3;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-034_4;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-034_5;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-036_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-046_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-047_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-048_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-049_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-050_1;icehk;spoken;monologue;unscripted;unscripted speeches
icehk_s2a-051_1;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-051_2;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-051_3;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-054_1;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-055_1;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-056_1;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-059_1;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-060_1;icehk;spoken;monologue;unscripted;demonstrations
icehk_s2a-063_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-063_2;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-064_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-065_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-066_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-067_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-068_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-069_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-070_1;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2a-070_2;icehk;spoken;monologue;unscripted;legal presentations
icehk_s2b-001_1;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-004_1;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-004_2;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-004_3;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-006_1;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-006_2;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-014_1;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-014_2;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-016_1;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-016_2;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-016_3;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-019_1;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_1;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_2;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_3;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_4;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_5;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_6;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_7;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_8;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-020_9;icehk;spoken;monologue;scripted;broadcast news
icehk_s2b-026_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-026_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-026_3;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-027_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-027_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-027_3;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-027_4;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-029_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-029_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-030_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-030_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-031_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-031_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-032_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-032_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-033_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-033_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-034_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-034_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-035_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-035_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-036_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-036_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-037_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-037_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-038_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-038_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-038_3;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-039_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-039_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-040_1;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-040_2;icehk;spoken;monologue;scripted;broadcast talks
icehk_s2b-047_1;icehk;spoken;monologue;scripted;speeches (not broadcast)
icehk_s2b-047_2;icehk;spoken;monologue;scripted;speeches (not broadcast)
icehk_w1b-002_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-002_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-002_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-002_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-002_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-002_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-002_7;icehk;written;non-printed;correspondence;social letters
icehk_w1b-002_8;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_7;icehk;written;non-printed;correspondence;social letters
icehk_w1b-003_8;icehk;written;non-printed;correspondence;social letters
icehk_w1b-004_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-004_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_7;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_8;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_9;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_10;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_11;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_12;icehk;written;non-printed;correspondence;social letters
icehk_w1b-006_13;icehk;written;non-printed;correspondence;social letters
icehk_w1b-007_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-007_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-007_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-007_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-007_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-007_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_7;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_8;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_9;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_10;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_11;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_12;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_13;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_14;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_15;icehk;written;non-printed;correspondence;social letters
icehk_w1b-011_16;icehk;written;non-printed;correspondence;social letters
icehk_w1b-012_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-012_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-012_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-012_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-012_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-012_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_7;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_8;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_9;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_10;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_11;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_12;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_13;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_14;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_15;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_16;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_17;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_18;icehk;written;non-printed;correspondence;social letters
icehk_w1b-014_19;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_1;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_2;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_3;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_4;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_5;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_6;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_7;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_8;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_9;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_10;icehk;written;non-printed;correspondence;social letters
icehk_w1b-015_11;icehk;written;non-printed;correspondence;social letters
icehk_w1b-029_1;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_3;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_5;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_7;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_9;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_11;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_13;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_15;icehk;written;non-printed;correspondence;business letters
icehk_w1b-029_17;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_1;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_3;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_5;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_7;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_9;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_11;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_13;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_15;icehk;written;non-printed;correspondence;business letters
icehk_w1b-030_17;icehk;written;non-printed;correspondence;business letters
icehk_w2a-008_1;icehk;written;printed;informational (learned);popular humanities
icehk_w2a-010_1;icehk;written;printed;informational (learned);popular humanities
icehk_w2a-023_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-024_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-025_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-026_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-027_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-028_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-029_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-030_1;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-030_2;icehk;written;printed;informational (learned);popular natural sciences
icehk_w2a-031_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-032_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-033_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-034_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-034_2;icehk;written;printed;informational (learned);popular technology
icehk_w2a-035_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-036_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-036_2;icehk;written;printed;informational (learned);popular technology
icehk_w2a-037_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-037_2;icehk;written;printed;informational (learned);popular technology
icehk_w2a-038_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-038_2;icehk;written;printed;informational (learned);popular technology
icehk_w2a-039_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-040_1;icehk;written;printed;informational (learned);popular technology
icehk_w2a-040_2;icehk;written;printed;informational (learned);popular technology
icehk_w2b-001_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-001_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-002_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-002_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-003_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-003_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-004_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-004_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-005_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-005_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-005_3;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-006_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-006_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-007_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-007_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-008_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-008_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-009_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-009_2;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-010_1;icehk;written;printed;informational (popular);learned humanities
icehk_w2b-011_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-011_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-012_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-012_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-012_3;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-012_4;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-013_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-013_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-014_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-014_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-015_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-015_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-015_3;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-015_4;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-016_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-016_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-017_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-017_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-017_3;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-018_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-018_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-018_3;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-019_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-019_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-019_3;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-020_1;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-020_2;icehk;written;printed;informational (popular);learned social sciences
icehk_w2b-021_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-021_2;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-021_3;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-021_4;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-022_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-022_2;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-024_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-024_2;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-025_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-025_2;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-025_3;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-025_4;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-026_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-027_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-028_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-029_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-029_2;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-029_3;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-030_1;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-030_2;icehk;written;printed;informational (popular);learned natural sciences
icehk_w2b-031_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-031_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-031_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-031_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-031_5;icehk;written;printed;informational (popular);learned technology
icehk_w2b-032_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-032_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-032_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-032_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-032_5;icehk;written;printed;informational (popular);learned technology
icehk_w2b-033_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-033_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-033_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-033_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-034_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-034_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-034_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-034_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-035_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-035_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-035_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-036_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-036_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-036_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-036_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-037_1;icehk;written;printed;informational (popular);learned technology
icehk_w2b-037_2;icehk;written;printed;informational (popular);learned technology
icehk_w2b-037_3;icehk;written;printed;informational (popular);learned technology
icehk_w2b-037_4;icehk;written;printed;informational (popular);learned technology
icehk_w2b-037_5;icehk;written;printed;informational (popular);learned technology
icehk_w2b-037_6;icehk;written;printed;informational (popular);learned technology
icehk_w2b-038_1;icehk;written;printed;informational (popular);learned technology
